City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
329,Monrovia,LR,6.3005,-10.7969,83.97,79,43,7.29,scattered clouds
330,Salani,IN,29.957,79.7127,52.05,53,0,5.64,clear sky
331,Arrifes,PT,37.7667,-25.7,66.45,94,75,13.8,broken clouds
332,Ust-Maya,RU,60.4167,134.5333,26.98,97,99,4.61,light snow
333,Srandakan,ID,-7.9386,110.2506,77.02,88,100,5.01,heavy intensity rain
334,Terme,TR,41.2092,36.9739,56.97,81,2,1.68,clear sky
335,Zagyvaszanto,HU,47.777,19.6709,39.34,57,34,1.03,scattered clouds
336,Yining,CN,29.0361,114.5636,61.48,77,87,0.22,light rain
337,Maneadero,MX,31.7167,-116.5667,67.1,68,0,1.99,clear sky
338,Mokobeng,BW,-22.9965,27.6678,74.28,51,64,14.27,broken clouds
339,Kundla,IN,21.3333,71.3,78.8,40,37,1.61,scattered clouds
340,Oga,IT,46.4631,10.347,38.7,70,1,2.73,clear sky
341,Marawi,PH,7.9986,124.2928,64.65,94,100,3.36,overcast clouds
342,Haverfordwest,GB,51.8017,-4.9691,61.16,86,99,10.0,overcast clouds
343,Bathsheba,BB,13.2167,-59.5167,84.81,70,20,14.97,few clouds
344,Terrace Bay,CA,48.7834,-87.1,46.45,69,90,8.37,overcast clouds
345,Road Town,VG,18.4167,-64.6167,87.21,62,40,9.22,scattered clouds
346,Rawson,AR,-43.3002,-65.1023,79.65,29,43,3.98,scattered clouds
347,Cururupu,BR,-1.8283,-44.8683,86.9,58,81,7.34,broken clouds
348,George,ZA,-33.963,22.4617,63.95,94,0,3.36,light rain
349,Zeya,RU,53.75,127.2667,31.33,79,13,1.79,few clouds
350,Ginda,IN,30.6945,78.4932,48.49,46,2,7.16,clear sky
351,Fonte Boa,BR,-2.4959,-66.2662,80.06,80,100,3.33,overcast clouds
352,Hamilton,US,39.1834,-84.5333,57.78,67,1,1.01,clear sky
353,Madona,LV,56.8533,26.217,48.54,93,100,14.99,light rain
354,Kijang,KR,35.2442,129.2139,57.18,39,0,5.19,clear sky
355,Santa Maria,BR,-29.6842,-53.8069,86.67,38,0,7.9,clear sky
356,Port Shepstone,ZA,-30.7414,30.455,66.54,83,100,22.28,light rain
357,Saint Andrews,US,34.0454,-81.1293,68.81,41,40,1.99,scattered clouds
358,Muravlenko,RU,63.7898,74.523,10.87,95,81,8.21,broken clouds
359,Keti Bandar,PK,24.1447,67.4497,79.83,59,0,9.93,clear sky
360,Aksarka,RU,66.5606,67.7975,10.31,92,34,5.39,scattered clouds
361,Vytegra,RU,61.0064,36.4481,42.53,92,100,10.18,overcast clouds
362,Sijunjung,ID,-0.6876,100.9537,70.47,89,24,1.9,few clouds
363,Dingle,PH,10.9995,122.6711,75.49,94,100,6.55,light rain
364,Dhidhdhoo,MV,6.8833,73.1,81.93,74,100,8.7,overcast clouds
365,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,93.2,39,78,0.92,broken clouds
366,Fort Nelson,CA,58.8053,-122.7002,35.29,83,100,0.96,overcast clouds
367,College,US,64.8569,-147.8028,26.55,91,75,3.44,mist
368,Dauriya,RU,49.9333,116.8667,28.74,80,22,4.05,few clouds
369,Sibolga,ID,1.7427,98.7792,76.19,90,99,2.19,overcast clouds
370,Cherskiy,RU,68.75,161.3,-19.12,98,8,5.19,clear sky
371,Holme,DK,56.1138,10.1725,57.74,92,100,16.44,overcast clouds
372,Trinidad,BO,-14.8333,-64.9,100.63,25,65,3.13,broken clouds
373,Olafsvik,IS,64.8945,-23.7142,39.97,95,100,21.97,overcast clouds
374,Mataram,ID,-8.5833,116.1167,74.21,85,95,4.07,overcast clouds
375,Andijon,UZ,40.7821,72.3442,52.88,31,100,2.77,overcast clouds
376,Pochutla,MX,15.7432,-96.4661,91.81,56,52,7.45,broken clouds
377,Port Hedland,AU,-20.3167,118.5667,73.45,83,0,11.5,clear sky
378,Yuanping,CN,38.7153,112.7575,52.14,49,100,4.03,overcast clouds
379,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.79,78,75,12.66,broken clouds
380,Nouadhibou,MR,20.931,-17.0347,68.86,84,79,18.34,broken clouds
381,Yuncheng,CN,35.0231,110.9928,56.8,53,97,2.15,overcast clouds
382,Harnosand,SE,62.6323,17.9379,39.99,81,57,10.2,broken clouds
383,Alyangula,AU,-13.8483,136.4192,80.04,81,5,3.31,clear sky
384,Whitecourt,CA,54.1502,-115.6855,49.06,42,83,8.16,broken clouds
385,Salinas,US,36.6777,-121.6555,70.52,65,1,4.61,clear sky
386,Guozhen,CN,34.3659,107.359,54.0,86,98,1.97,overcast clouds
387,Laguna,US,38.421,-121.4238,69.62,77,1,1.01,clear sky
388,Singaraja,ID,-8.112,115.0882,79.97,81,100,2.55,overcast clouds
389,Krotovka,RU,53.2858,51.1686,39.33,52,100,15.52,overcast clouds
390,Arraial Do Cabo,BR,-22.9661,-42.0278,76.86,83,75,13.8,broken clouds
391,Les Cayes,HT,18.2,-73.75,86.45,59,33,11.39,scattered clouds
392,Dicabisagan,PH,17.0818,122.4157,77.14,87,69,7.56,moderate rain
393,Moerai,PF,-22.4333,-151.3333,74.01,77,98,22.35,light rain
394,Ponta Pora,BR,-22.5361,-55.7256,85.91,37,0,0.0,clear sky
395,Itaituba,BR,-4.2761,-55.9836,91.53,50,100,4.16,overcast clouds
396,Champerico,GT,14.3,-91.9167,91.94,76,59,6.42,broken clouds
397,Lavrentiya,RU,65.5833,-171.0,14.05,74,75,8.1,broken clouds
398,Pringsewu,ID,-5.3582,104.9744,74.88,96,97,3.02,overcast clouds
399,Tilichiki,RU,60.4667,166.1,-2.45,96,19,8.43,few clouds
400,Lukovetskiy,RU,64.2956,41.9211,30.18,96,100,6.08,light snow
401,Kawalu,ID,-7.3817,108.2082,72.91,99,100,1.41,overcast clouds
402,Hambantota,LK,6.1241,81.1185,78.17,83,96,12.1,overcast clouds
403,Sovetskiy,RU,61.3614,63.5842,27.05,95,100,8.9,light snow
404,Necochea,AR,-38.5473,-58.7368,86.04,42,6,6.64,clear sky
405,Kieta,PG,-6.2167,155.6333,78.4,86,21,5.75,moderate rain
406,Narsaq,GL,60.9167,-46.05,35.82,67,4,4.03,clear sky
407,Sorland,NO,67.667,12.6934,41.07,91,100,24.47,overcast clouds
408,Rabo De Peixe,PT,37.8,-25.5833,67.51,94,75,13.8,broken clouds
409,Auki,SB,-8.7676,160.7034,77.56,87,46,4.52,scattered clouds
410,Itacoatiara,BR,-3.1431,-58.4442,87.6,62,97,4.34,overcast clouds
411,Tiksi,RU,71.6872,128.8694,7.92,96,98,4.05,overcast clouds
412,Nome,US,64.5011,-165.4064,19.47,69,90,9.22,overcast clouds
413,La Tuque,CA,47.4334,-72.7824,52.29,51,100,9.01,overcast clouds
414,Ocos,GT,14.5094,-92.1933,91.9,76,38,5.32,scattered clouds
415,Trat,TH,12.5,102.5,75.13,94,95,4.25,overcast clouds
416,Windhoek,NA,-22.5594,17.0832,67.1,62,96,4.0,overcast clouds
417,Tumaco,CO,1.7986,-78.8156,81.43,80,96,8.34,moderate rain
418,Ouesso,CG,1.6136,16.0517,72.57,98,95,3.09,light rain
419,San Vicente,AR,-26.6167,-54.1333,83.88,23,0,7.11,clear sky
420,Atar,MR,20.5169,-13.0499,76.84,54,73,14.45,broken clouds
421,Chapais,CA,49.7834,-74.8492,46.96,44,100,5.39,overcast clouds
422,Biak,ID,-0.9131,122.8766,76.82,86,20,1.07,few clouds
423,Inhambane,MZ,-23.865,35.3833,73.38,83,40,4.61,light rain
424,Muisne,EC,0.6,-80.0333,84.31,82,98,11.12,overcast clouds
425,Niamey,NE,13.5137,2.1098,95.31,17,3,8.28,clear sky
426,Quatre Cocos,MU,-20.2078,57.7625,72.09,71,0,9.42,clear sky
427,New Glasgow,CA,45.5834,-62.6486,52.92,89,100,21.12,overcast clouds
428,Porbandar,IN,21.6422,69.6093,81.34,47,4,9.19,clear sky
429,Oriximina,BR,-1.7656,-55.8661,88.36,56,96,5.3,overcast clouds
430,Doka,SD,13.5167,35.7667,82.02,44,12,8.08,few clouds
431,Coos Bay,US,43.3665,-124.2179,59.02,94,1,8.05,clear sky
432,Manggar,ID,-2.8833,108.2667,79.79,83,100,3.53,light rain
433,Cecina,IT,43.3128,10.524,64.94,56,53,13.65,broken clouds
434,Ozernovskiy,RU,51.5,156.5167,41.13,96,100,5.14,overcast clouds
435,Uruzgan,AF,32.8333,66.0,49.03,24,0,2.89,clear sky
436,Gaoua,BF,10.2992,-3.2508,85.89,46,89,4.94,overcast clouds
437,Chipata,ZM,-13.6333,32.65,71.71,65,84,7.83,broken clouds
438,Egvekinot,RU,66.3167,-179.1667,3.34,91,99,4.12,overcast clouds
439,Cauquenes,CL,-35.9671,-72.3225,80.49,27,1,5.46,clear sky
440,Maningrida,AU,-12.0667,134.2667,80.35,79,19,3.04,few clouds
441,Natal,BR,-5.795,-35.2094,86.65,58,20,16.11,few clouds
442,Mogok,MM,22.9167,96.5,62.26,93,62,1.61,broken clouds
443,Jiayuguan,CN,39.8167,98.3,41.86,39,41,4.79,scattered clouds
444,Flinders,AU,-34.5833,150.8552,60.8,89,97,1.01,overcast clouds
445,Velka Bites,CZ,49.2884,16.2274,49.84,78,0,2.3,clear sky
446,Nanortalik,GL,60.1432,-45.2371,37.02,62,0,8.68,clear sky
447,Port Lincoln,AU,-34.7333,135.8667,56.43,84,41,10.0,scattered clouds
448,Port Blair,IN,11.6667,92.75,81.09,83,90,8.59,overcast clouds
449,Lazaro Cardenas,MX,17.9583,-102.2,84.25,70,100,2.33,overcast clouds
450,Dongzhen,CN,22.3797,110.9389,71.67,80,89,3.69,overcast clouds
451,Ostrovnoy,RU,68.0531,39.5131,28.49,75,90,9.44,light snow
452,Brae,GB,60.3964,-1.353,51.55,88,71,14.52,broken clouds
453,Rio Brilhante,BR,-21.8019,-54.5464,91.08,40,94,5.06,overcast clouds
454,Russell,US,32.3502,-85.1999,73.99,46,1,0.0,clear sky
455,Nyzhnya Duvanka,UA,49.5846,38.1743,38.88,40,0,6.31,clear sky
456,Kota,IN,25.1833,75.8333,71.56,44,0,2.37,clear sky
457,Abha,SA,18.2164,42.5053,59.25,82,0,5.75,clear sky
458,Trapani,IT,37.8333,12.6667,66.7,86,99,4.18,overcast clouds
459,Kismayo,SO,-0.3582,42.5454,79.38,82,4,13.15,clear sky
460,Kingsland,US,30.8,-81.6898,81.03,68,75,1.99,broken clouds
461,Vao,NC,-22.6667,167.4833,72.7,83,79,12.41,broken clouds
462,Morondava,MG,-20.2833,44.2833,77.22,82,0,23.02,clear sky
463,Calella,ES,41.618,2.6678,65.08,67,70,10.36,broken clouds
464,Lesogorskiy,RU,61.0455,28.9294,43.63,93,100,4.05,moderate rain
465,Khor,RU,47.8861,134.9464,39.36,72,100,3.11,overcast clouds
466,Chiang Klang,TH,19.2938,100.8617,71.38,98,99,1.16,overcast clouds
467,Takoradi,GH,4.8845,-1.7554,79.47,79,66,9.08,broken clouds
468,Grindavik,IS,63.8424,-22.4338,41.47,81,0,8.05,clear sky
469,Lishu,CN,43.3047,124.3278,41.99,47,0,1.3,clear sky
470,Nauta,PE,-4.5061,-73.5757,88.65,54,100,2.51,overcast clouds
471,Poum,NC,-20.2333,164.0167,74.73,85,12,12.17,few clouds
472,Tautira,PF,-17.7333,-149.15,82.42,79,59,10.33,light rain
473,Zaraza,VE,9.3503,-65.3245,76.37,94,100,2.82,heavy intensity rain
474,Katherine,AU,-14.4667,132.2667,73.72,100,37,11.5,light rain
475,Rio Claro,BR,-22.4114,-47.5614,62.8,75,99,1.01,heavy intensity rain
476,Kushiro,JP,42.975,144.3747,53.15,86,91,9.01,overcast clouds
477,Zhoucheng,CN,35.9122,116.3117,56.71,44,100,2.21,overcast clouds
478,Iwanai,JP,42.9744,140.5089,52.3,94,83,9.01,light rain
479,The Pas,CA,53.8251,-101.2541,47.86,82,100,2.73,overcast clouds
480,Provost,CA,52.3501,-110.2683,49.46,35,3,13.56,clear sky
481,Kuybysheve,UA,47.358,36.6491,38.46,47,0,2.1,clear sky
482,Melfi,IT,40.9965,15.6514,56.41,84,95,3.11,overcast clouds
483,Wenatchee,US,47.4235,-120.3103,57.43,61,69,1.99,broken clouds
484,Malakal,SS,9.5334,31.6605,77.45,70,91,3.47,light rain
485,Sambava,MG,-14.2667,50.1667,74.53,82,13,6.82,few clouds
486,Chaplynka,UA,46.3651,33.5403,44.42,63,0,2.13,clear sky
487,Baghdad,IQ,33.3406,44.4009,69.71,37,4,2.3,clear sky
488,Sayyan,YE,15.1718,44.3244,58.71,27,19,8.93,few clouds
489,Sobolevo,RU,54.4299,31.8996,41.38,89,91,11.54,overcast clouds
490,Northam,GB,51.0333,-4.2167,60.1,86,87,23.24,overcast clouds
491,Beyneu,KZ,45.3167,55.2,38.46,49,0,0.54,clear sky
492,Nhulunbuy,AU,-12.2333,136.7667,77.61,88,75,4.61,broken clouds
493,Leshukonskoye,RU,64.8989,45.7622,32.79,99,100,4.99,light snow
494,Tazovskiy,RU,67.4667,78.7,2.16,96,81,5.03,broken clouds
495,Port Macquarie,AU,-31.4333,152.9167,67.89,100,90,4.61,overcast clouds
496,Mitchell,US,43.7094,-98.0298,50.74,99,90,4.0,moderate rain
497,Amga,RU,60.8953,131.9608,19.54,97,96,3.0,overcast clouds
498,Shache,CN,38.4167,77.2406,50.31,34,44,2.35,scattered clouds
499,Sistranda,NO,63.7256,8.834,51.91,76,48,25.93,light rain
500,San Juan,AR,-31.5375,-68.5364,94.48,9,4,9.84,clear sky
501,Isla Mujeres,MX,21.2311,-86.731,89.65,69,13,15.1,few clouds
502,Seoul,KR,37.5683,126.9778,47.64,49,0,2.08,clear sky
503,Shitanjing,CN,39.2342,106.3439,43.59,58,26,2.59,scattered clouds
504,Solnechnyy,RU,50.7214,136.6319,35.55,95,100,7.36,overcast clouds
505,Saint-Augustin,CA,51.226,-58.6502,46.76,53,8,3.94,clear sky
506,Dutlwe,BW,-23.9833,23.9,67.32,80,100,18.86,light rain
507,Te Anau,NZ,-45.4167,167.7167,48.61,96,80,0.87,broken clouds
508,Chara,RU,56.9064,118.2631,28.8,62,100,1.81,overcast clouds
509,Sangamner,IN,19.5667,74.2167,71.8,53,54,4.92,broken clouds
510,Tubuala,PA,9.5167,-79.0333,85.33,77,99,6.73,overcast clouds
511,Saint-Joseph,RE,-21.3667,55.6167,71.98,78,38,7.58,scattered clouds
512,Coronado,US,32.6859,-117.1831,84.49,42,1,3.44,clear sky
513,Anadyr,RU,64.75,177.4833,-6.83,98,90,8.3,overcast clouds
514,Bull Savanna,JM,17.8868,-77.5902,84.15,65,88,13.31,overcast clouds
515,Batagay,RU,67.6333,134.6333,11.34,96,99,4.07,overcast clouds
516,Ballina,AU,-28.8667,153.5667,65.79,99,39,5.66,scattered clouds
517,Huarmey,PE,-10.0681,-78.1522,70.84,70,31,11.79,scattered clouds
518,Feldbach,AT,46.9531,15.8883,45.82,83,36,0.85,scattered clouds
519,Sartana,UA,47.1744,37.6927,43.86,25,0,4.34,clear sky
520,Chaklasi,IN,22.65,72.9333,73.58,48,63,6.6,broken clouds
521,Roanoke Rapids,US,36.4615,-77.6542,71.2,68,1,8.05,clear sky
522,Berlevag,NO,70.8578,29.0864,30.15,74,75,11.5,broken clouds
523,Jequitinhonha,BR,-16.4339,-41.0033,82.36,59,90,4.38,overcast clouds
524,Moyo,UG,3.6609,31.7247,70.75,78,51,3.13,light rain
525,Hofn,IS,64.2539,-15.2082,35.62,87,0,6.91,clear sky
526,Erzin,TR,36.9559,36.2,68.72,33,98,2.53,overcast clouds
527,Manavalakurichi,IN,8.1333,77.3,78.89,85,100,4.65,overcast clouds
528,Kenda,IN,23.2,86.5333,74.5,67,92,6.51,overcast clouds
529,Bandar-E Lengeh,IR,26.5579,54.8807,82.4,55,1,2.86,clear sky
530,Isoka,ZM,-10.1606,32.6335,74.21,33,38,4.23,scattered clouds
531,Wageningen,NL,51.9667,5.6667,56.95,88,90,9.22,overcast clouds
532,Coquimbo,CL,-29.9533,-71.3436,62.33,72,20,13.8,few clouds
533,Bend,US,44.0582,-121.3153,53.33,56,1,3.0,clear sky
534,Henties Bay,NA,-22.116,14.2845,60.85,81,90,9.19,overcast clouds
535,Letlhakane,BW,-21.4167,25.5833,72.34,58,70,18.84,light rain
536,Ust-Uda,RU,54.1742,103.0304,38.46,38,99,10.11,overcast clouds
537,Toumodi,CI,6.5613,-5.0158,75.85,87,72,5.26,moderate rain
538,Masuda,JP,34.6667,131.85,55.35,73,0,3.02,clear sky
539,Bonthe,SL,7.5264,-12.505,81.43,75,54,9.93,broken clouds
540,Ibra,OM,22.6906,58.5334,75.2,71,54,9.69,broken clouds
541,Sakakah,SA,29.9697,40.2064,77.31,29,82,6.22,broken clouds
542,Turukhansk,RU,65.8167,87.9833,15.51,92,100,13.96,light snow
543,Mayo,US,38.8876,-76.5119,71.94,62,1,11.01,clear sky
544,Polewali,ID,-3.4324,119.3435,77.11,90,61,2.98,broken clouds
545,Mandiana,GN,10.6333,-8.6833,84.36,61,50,5.48,scattered clouds
546,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,91.45,54,0,6.6,clear sky
547,Martil,MA,35.6166,-5.2752,69.87,87,66,12.62,broken clouds
548,Senneterre,CA,48.3835,-77.2328,46.6,58,100,4.76,overcast clouds
549,Xai-Xai,MZ,-25.0519,33.6442,70.63,80,39,12.35,scattered clouds
550,Dali,CN,25.7,100.1833,58.23,81,57,4.47,broken clouds
551,San Carlos Del Zulia,VE,9.0,-71.9135,86.31,64,100,2.82,overcast clouds
552,Alugan,PH,12.2188,125.4808,80.38,81,91,8.37,overcast clouds
553,Jalu,LY,29.0331,21.5482,75.09,48,58,6.6,broken clouds
554,Barranca De Upia,CO,4.5696,-72.9668,78.51,85,92,7.09,overcast clouds
555,Yarada,IN,17.65,83.2667,81.07,77,3,11.83,clear sky
556,Ouango,CF,4.3133,22.5552,73.71,94,88,4.56,moderate rain
557,Soyo,AO,-6.1349,12.3689,76.26,81,95,5.14,overcast clouds
558,Umm Kaddadah,SD,13.6017,26.6876,89.1,17,4,9.78,clear sky
559,Novikovo,RU,51.1537,37.8879,39.88,77,1,7.7,clear sky
560,Chaumont,FR,48.1167,5.1333,50.29,81,15,4.38,few clouds
561,Itupiranga,BR,-5.1347,-49.3267,88.12,62,96,2.37,overcast clouds
562,Ipixuna,BR,-1.7625,-48.8043,80.55,56,53,5.68,broken clouds
563,Liverpool,GB,53.4106,-2.9779,62.69,78,75,5.99,broken clouds
564,Medea,DZ,36.2642,2.7539,57.65,77,100,4.43,overcast clouds
565,Darhan,MN,49.4867,105.9228,38.91,53,8,2.71,clear sky
566,Ko Samui,TH,9.5357,99.9357,82.78,70,49,9.37,scattered clouds
567,Chabahar,IR,25.2919,60.643,78.28,70,0,2.17,clear sky
568,Xingyi,CN,24.1877,102.817,55.71,98,47,3.38,scattered clouds
569,Gladstone,AU,-23.85,151.25,72.79,70,14,5.75,few clouds
570,Pyapon,MM,16.2833,95.6833,76.91,87,100,3.4,overcast clouds
571,Jamame,SO,0.0722,42.7506,78.53,81,9,10.42,clear sky
572,Parry Sound,CA,45.3501,-80.033,61.88,49,67,5.08,broken clouds
573,Campbell River,CA,50.0163,-125.2446,50.59,98,88,2.42,overcast clouds
574,Hirara,JP,24.8,125.2833,75.42,61,46,15.9,scattered clouds
575,Sitka,US,57.0531,-135.33,46.29,87,90,13.8,heavy intensity rain
576,Rosarito,MX,32.3333,-117.0333,81.41,30,0,4.0,clear sky
577,Masuguru,TZ,-11.3667,38.4167,84.13,49,55,4.05,broken clouds
578,Mumford,GH,5.2618,-0.759,79.63,80,37,8.81,scattered clouds
579,Lokoja,NG,7.8024,6.743,80.2,80,95,4.43,light rain
580,Hastings,GB,50.8552,0.5729,59.29,76,72,15.61,broken clouds
581,Bosaso,SO,11.2842,49.1816,80.28,59,1,3.27,clear sky
582,Zambezi,ZM,-13.5432,23.1047,77.97,36,76,3.67,broken clouds
583,Najran,SA,17.4924,44.1277,69.35,22,3,3.58,clear sky
584,Beringovskiy,RU,63.05,179.3167,7.18,87,96,17.67,overcast clouds
585,Miri,MY,4.4148,114.0089,77.99,90,100,3.53,overcast clouds
586,Lodwar,KE,3.1191,35.5973,88.79,36,29,14.81,scattered clouds
587,Ixtapa,MX,20.7,-105.2,83.23,78,75,6.91,broken clouds
588,Quelimane,MZ,-17.8786,36.8883,76.95,83,75,11.5,broken clouds
589,Mecca,SA,21.4267,39.8261,83.01,51,16,2.13,few clouds
590,Saint Anthony,US,45.0205,-93.218,53.53,72,90,5.01,overcast clouds
591,Gasa,PS,31.5,34.4667,73.38,61,0,11.25,clear sky
592,Itaqui,BR,-29.1253,-56.5531,91.26,28,0,11.32,clear sky
593,Ayagoz,KZ,47.9714,80.4392,36.45,92,80,7.23,broken clouds
594,Nyurba,RU,63.2842,118.3319,34.79,75,100,14.45,overcast clouds
595,Paka,MY,4.6374,103.4368,78.22,87,34,2.39,scattered clouds
596,Pimentel,PE,-6.8367,-79.9342,71.89,60,0,17.27,clear sky
597,Santa Rosa,PH,14.3122,121.1114,80.11,78,34,6.53,scattered clouds
598,Murray Bridge,AU,-35.1167,139.2667,61.43,90,31,9.69,scattered clouds
599,Hovd,MN,48.0056,91.6419,38.25,40,50,6.17,scattered clouds
600,Shangrao,CN,28.4532,117.9686,61.2,93,100,2.06,overcast clouds
601,Mukhen,RU,48.1,136.1,37.9,86,100,1.92,light rain
602,Omboue,GA,-1.5746,9.2618,76.41,85,100,8.46,overcast clouds
603,Hohhot,CN,40.8106,111.6522,45.5,32,100,1.21,overcast clouds
604,Santarem,BR,-2.4431,-54.7083,82.53,74,75,4.61,broken clouds
605,Inongo,CD,-1.95,18.2667,74.28,87,42,4.81,light rain
606,Ponta Delgada,PT,37.7333,-25.6667,68.72,94,75,13.8,broken clouds
607,Magan,ES,39.9683,-3.931,67.46,46,62,1.88,broken clouds
608,Cockburn Town,TC,21.4612,-71.1419,83.19,70,90,10.29,overcast clouds
609,Glogow,PL,51.6636,16.0845,54.7,75,87,7.87,overcast clouds
610,Nacala,MZ,-14.5428,40.6728,76.66,81,7,11.72,clear sky
611,Istok,XK,42.7808,20.4875,45.52,70,36,3.51,scattered clouds
612,Husavik,IS,66.0449,-17.3389,40.01,98,100,14.2,light rain
613,Furstenfeld,AT,47.05,16.0833,46.11,82,40,0.6,scattered clouds
614,Narrabri,AU,-30.3167,149.7833,65.39,41,80,6.64,broken clouds
615,Meadow Lake,US,34.8014,-106.5436,56.48,26,0,18.9,clear sky
616,Mbeya,TZ,-8.9,33.45,66.06,52,33,6.93,scattered clouds
617,Alpena,US,45.0617,-83.4327,51.19,85,90,3.0,overcast clouds
618,Selma,US,36.5708,-119.6121,65.91,72,1,3.02,clear sky
619,Nizhniy Tsasuchey,RU,50.5167,115.1333,37.2,62,24,8.28,few clouds
620,Marystown,CA,47.1666,-55.1483,47.86,100,100,8.01,overcast clouds
621,Challans,FR,46.8436,-1.8749,56.32,70,16,5.35,few clouds
622,Oistins,BB,13.0667,-59.5333,84.29,70,20,14.97,few clouds
623,Sabya,SA,17.1495,42.6254,88.27,55,4,5.93,clear sky
624,Cacador,BR,-26.7753,-51.015,78.35,33,94,3.62,overcast clouds
625,Arbazh,RU,57.6804,48.3065,39.72,73,100,13.85,light rain
626,Kanniyakumari,IN,8.0833,77.5667,79.12,81,99,6.53,overcast clouds
627,Rivers,CA,50.0308,-100.2403,47.35,62,100,9.37,overcast clouds
628,Paraiso,CR,9.8383,-83.8656,76.42,55,100,2.08,overcast clouds
629,Bowen,AU,-20.0167,148.2333,76.35,77,6,10.49,clear sky
630,Waipawa,NZ,-41.4122,175.5153,54.03,85,100,3.11,moderate rain
631,Jiuquan,CN,39.7432,98.5174,43.99,37,39,6.44,scattered clouds
632,Asyut,EG,27.181,31.1837,82.35,20,0,5.7,clear sky
633,Zhigansk,RU,66.7697,123.3711,17.76,92,100,19.66,overcast clouds
634,Guanica,PR,17.9716,-66.908,90.25,67,3,10.0,clear sky
635,Solt,HU,46.8007,18.9999,42.98,54,28,2.28,scattered clouds
636,Nyuksenitsa,RU,60.4128,44.2397,33.4,98,100,7.4,snow
637,Sharjah,AE,25.3573,55.4033,84.18,63,0,3.44,clear sky
638,Uyuni,BO,-20.4597,-66.825,62.08,10,1,13.4,clear sky
639,Altamira,BR,-3.2033,-52.2064,96.35,35,91,3.85,overcast clouds
640,Rapid Valley,US,44.0625,-103.1463,59.63,36,1,3.0,clear sky
641,Atambua,ID,-9.1061,124.8925,75.99,83,84,3.02,broken clouds
642,Faya,SA,18.3851,42.4509,59.52,56,76,1.92,broken clouds
643,Saint Pete Beach,US,27.7253,-82.7412,85.21,60,1,1.01,clear sky
644,Gari,RU,59.4307,62.3497,31.84,91,100,9.48,overcast clouds
645,Kodinsk,RU,58.6881,99.1844,26.46,60,25,11.99,scattered clouds
646,Tabou,CI,4.423,-7.3528,78.53,84,87,6.17,overcast clouds
647,Borazjan,IR,29.2666,51.2159,76.42,27,97,2.89,overcast clouds
648,Kirakira,SB,-10.4544,161.9205,80.02,84,74,7.27,broken clouds
649,Nishihara,JP,26.1842,127.7558,72.68,74,20,5.75,few clouds
650,Kota Kinabalu,MY,5.9749,116.0724,76.98,94,20,4.61,few clouds
651,Taga,RO,46.95,24.05,39.69,54,26,1.01,scattered clouds
652,Aksu,CN,41.1231,80.2644,50.86,37,10,1.95,clear sky
653,Makaleng,BW,-20.9,27.2833,70.74,61,17,18.45,few clouds
654,Aligudarz,IR,33.4006,49.6949,47.44,39,37,4.12,scattered clouds
655,Abu Zabad,SD,12.35,29.25,87.28,19,43,10.47,scattered clouds
656,Juarez,MX,31.7333,-106.4833,64.26,18,1,13.8,clear sky
657,Arkhara,RU,49.4212,130.0842,32.2,94,4,8.12,clear sky
658,Acapulco,MX,16.8634,-99.8901,85.82,74,1,6.91,clear sky
659,Blagoyevo,RU,63.3667,47.9167,35.19,98,100,7.99,light rain
660,Qasigiannguit,GL,68.8193,-51.1922,16.05,76,100,3.31,overcast clouds
661,Ulladulla,AU,-35.35,150.4667,56.08,60,92,4.29,overcast clouds
